,ROWHEADER,Test,ODI,T20,IPL,name,Final_Country,Categorey
4180,SR,55.25,85.45,127.17,129.23,Ravindra Jadeja,India,Batting
4181,Not Out,21.0,51.0,17.0,78.0,Ravindra Jadeja,India,Batting
4182,Fours,330.0,205.0,39.0,220.0,Ravindra Jadeja,India,Batting
4183,Sixes,69.0,54.0,14.0,110.0,Ravindra Jadeja,India,Batting
4184,Ducks,8.0,6.0,3.0,9.0,Ravindra Jadeja,India,Batting
4185,50s,22.0,13.0,0.0,3.0,Ravindra Jadeja,India,Batting
4186,100s,4.0,0.0,0.0,0.0,Ravindra Jadeja,India,Batting
4187,200s,0.0,0.0,0.0,0.0,Ravindra Jadeja,India,Batting
4188,300s,0.0,0.0,0.0,0.0,Ravindra Jadeja,India,Batting
4189,400s,0.0,0.0,0.0,0.0,Ravindra Jadeja,India,Batting
4190,Matches,11.0,47.0,25.0,102.0,Shardul Thakur,India,Batting
4191,Innings,18.0,25.0,6.0,41.0,Shardul Thakur,India,Batting
4192,Runs,331.0,329.0,69.0,321.0,Shardul Thakur,India,Batting
4193,Balls,522.0,313.0,38.0,232.0,Shardul Thakur,India,Batting
4194,Highest,67.0,50.0,22.0,68.0,Shardul Thakur,India,Batting
4195,Average,19.47,17.32,23.0,11.89,Shardul Thakur,India,Batting
4196,SR,63.41,105.12,181.58,138.37,Shardul Thakur,India,Batting
4197,Not Out,1.0,6.0,3.0,14.0,Shardul Thakur,India,Batting
4198,Fours,41.0,31.0,5.0,29.0,Shardul Thakur,India,Batting
4199,Sixes,9.0,9.0,4.0,13.0,Shardul Thakur,India,Batting
4200,Ducks,3.0,1.0,2.0,8.0,Shardul Thakur,India,Batting
4201,50s,4.0,1.0,0.0,1.0,Shardul Thakur,India,Batting
4202,100s,0.0,0.0,0.0,0.0,Shardul Thakur,India,Batting
4203,200s,0.0,0.0,0.0,0.0,Shardul Thakur,India,Batting
4204,300s,0.0,0.0,0.0,0.0,Shardul Thakur,India,Batting
4205,400s,0.0,0.0,0.0,0.0,Shardul Thakur,India,Batting
4206,Matches,106.0,116.0,65.0,217.0,Ravichandran Ashwin,India,Batting
4207,Innings,151.0,63.0,19.0,96.0,Ravichandran Ashwin,India,Batting
4208,Runs,3503.0,707.0,184.0,812.0,Ravichandran Ashwin,India,Batting
4209,Balls,6423.0,813.0,160.0,690.0,Ravichandran Ashwin,India,Batting
4210,Highest,124.0,65.0,31.0,50.0,Ravichandran Ashwin,India,Batting
4211,Average,25.76,16.44,26.29,13.1,Ravichandran Ashwin,India,Batting
4212,SR,54.54,86.97,115.0,117.69,Ravichandran Ashwin,India,Batting
4213,Not Out,15.0,20.0,12.0,34.0,Ravichandran Ashwin,India,Batting
4214,Fours,399.0,60.0,17.0,62.0,Ravichandran Ashwin,India,Batting
4215,Sixes,23.0,7.0,4.0,28.0,Ravichandran Ashwin,India,Batting
4216,Ducks,9.0,6.0,0.0,12.0,Ravichandran Ashwin,India,Batting
4217,50s,14.0,1.0,0.0,1.0,Ravichandran Ashwin,India,Batting
4218,100s,6.0,0.0,0.0,0.0,Ravichandran Ashwin,India,Batting
4219,200s,0.0,0.0,0.0,0.0,Ravichandran Ashwin,India,Batting
4220,300s,0.0,0.0,0.0,0.0,Ravichandran Ashwin,India,Batting
4221,400s,0.0,0.0,0.0,0.0,Ravichandran Ashwin,India,Batting
4222,Matches,58.0,85.0,72.0,137.0,KL Rahul,India,Batting
4223,Innings,101.0,79.0,68.0,128.0,KL Rahul,India,Batting
4224,Runs,3257.0,3043.0,2265.0,4921.0,KL Rahul,India,Batting
4225,Balls,6168.0,3451.0,1628.0,3633.0,KL Rahul,India,Batting
4226,Highest,199.0,112.0,110.0,132.0,KL Rahul,India,Batting
4227,Average,33.58,49.08,37.75,45.99,KL Rahul,India,Batting
4228,SR,52.81,88.18,139.13,135.46,KL Rahul,India,Batting
4229,Not Out,4.0,17.0,8.0,21.0,KL Rahul,India,Batting
4230,Fours,386.0,235.0,191.0,418.0,KL Rahul,India,Batting
4231,Sixes,26.0,67.0,99.0,199.0,KL Rahul,India,Batting
4232,Ducks,9.0,3.0,5.0,4.0,KL Rahul,India,Batting
4233,50s,17.0,18.0,22.0,39.0,KL Rahul,India,Batting
4234,100s,8.0,7.0,2.0,4.0,KL Rahul,India,Batting
4235,200s,0.0,0.0,0.0,0.0,KL Rahul,India,Batting
4236,300s,0.0,0.0,0.0,0.0,KL Rahul,India,Batting
4237,400s,0.0,0.0,0.0,0.0,KL Rahul,India,Batting
4238,Matches,0.0,16.0,42.0,174.0,Sanju Samson,India,Batting
4239,Innings,0.0,14.0,38.0,170.0,Sanju Samson,India,Batting
4240,Runs,0.0,510.0,861.0,4643.0,Sanju Samson,India,Batting
4241,Balls,0.0,512.0,565.0,3336.0,Sanju Samson,India,Batting
4242,Highest,0.0,108.0,111.0,119.0,Sanju Samson,India,Batting
4243,Average,0.0,56.67,25.32,30.75,Sanju Samson,India,Batting
4244,SR,0.0,99.61,152.39,139.18,Sanju Samson,India,Batting
4245,Not Out,0.0,5.0,4.0,19.0,Sanju Samson,India,Batting
